City,Sub_Area,Property_Type,Land_Type,BHK,Year_Listed,Price
Nellore,Mini Bypass,Land,Industrial,0,2017,12683000.0
Vijayawada,Bhavanipuram,Land,Industrial,0,2021,20263000.0
Vijayawada,Gunadala,Residency,Residential,1,2024,17786000.0
Anantapur,GeorgePeta,Land,Residential,0,2023,12444000.0
Kurnool,Budhavarapeta,Land,Industrial,0,2016,15090000.0
Srikakulam,Palakonda Road,Residency,Residential,4,2018,29855000.0
Kurnool,Nandyal Road,Land,Agricultural,0,2018,6508000.0
Vizianagaram,Cantonment,Land,Agricultural,0,2016,4320000.0
Eluru,Fathepur,Land,Industrial,0,2021,22054000.0
Chittoor,Bangarupalem,Residency,Residential,3,2015,9001000.0
Chittoor,Palamaner Road,Residency,Residential,2,2016,6464000.0
Srikakulam,Narasannapeta Road,Land,Commercial,0,2024,28592000.0
Eluru,Fathepur,Residency,Residential,5,2017,35407000.0
Ongole,Bhagya Nagar,Residency,Residential,4,2022,20463000.0
Rajahmundry,Kotipalli,Residency,Residential,5,2024,54826000.0
Kakinada,Jagannaickpur,Land,Agricultural,0,2019,8736000.0
Chittoor,Greamspet,Land,Commercial,0,2017,5711000.0
Srikakulam,Navabharat Junction,Land,Agricultural,0,2022,8483000.0
Ongole,Pelluru,Land,Residential,0,2017,7754000.0
Kurnool,Venkataramana Colony,Land,Residential,0,2019,13608000.0
Vizianagaram,Pusapatirega,Land,Residential,0,2015,10246000.0
Srikakulam,Palakonda Road,Land,Commercial,0,2020,24194000.0
Ongole,Santhapet,Land,Industrial,0,2015,7075000.0
Kurnool,Budhavarapeta,Residency,Residential,3,2016,22163000.0
Ongole,Pernamitta,Land,Residential,0,2019,6689000.0
Eluru,Eluru City,Land,Industrial,0,2015,14930000.0
Kakinada,Kakinada Port,Residency,Residential,3,2020,23056000.0
Eluru,Ashok Nagar,Residency,Residential,5,2020,31049000.0
Chittoor,Chittoor City,Residency,Residential,4,2019,11881000.0
Eluru,Sanivarapupeta,Residency,Residential,2,2024,21785000.0
Guntur,Arundalpet,Land,Commercial,0,2015,7148000.0
Kurnool,Abbas Nagar,Land,Agricultural,0,2023,11922000.0
Vijayawada,Bhavanipuram,Land,Agricultural,0,2015,6294000.0
Eluru,Kaikaluru Road,Land,Industrial,0,2017,14833000.0
Kakinada,Sarpavaram,Residency,Residential,4,2023,33030000.0
Tirupati,Karakambadi,Residency,Residential,4,2018,34581000.0
Vijayawada,Gannavaram,Residency,Residential,2,2024,28215000.0
Vijayawada,Gollapudi,Land,Residential,0,2021,15130000.0
Anantapur,Maruthi Nagar,Land,Commercial,0,2020,16508000.0
Nellore,Ramalingapuram,Residency,Residential,5,2022,40541000.0
Visakhapatnam,Pendurthi,Residency,Residential,3,2023,12951000.0
Tirupati,Chandragiri,Land,Residential,0,2022,19644000.0
Rajahmundry,Lalacheruvu,Residency,Residential,3,2015,21770000.0
Chittoor,Palamaner Road,Residency,Residential,5,2021,14833000.0
Eluru,Ashok Nagar,Residency,Residential,3,2019,21556000.0
Nellore,VRC Centre,Land,Commercial,0,2016,14304000.0
Kurnool,C-Camp,Residency,Residential,5,2021,40077000.0
Vijayawada,Patamata,Land,Residential,0,2022,13434000.0
Kadapa,Nagarajupalli,Residency,Residential,1,2024,7776000.0
Ongole,Lawyerpet,Land,Agricultural,0,2020,4702000.0
Chittoor,Bangarupalem,Residency,Residential,5,2021,17548000.0
Srikakulam,Navabharat Junction,Land,Residential,0,2018,10989000.0
Guntur,Pattabhipuram,Land,Residential,0,2023,10509000.0
Chittoor,Kongareddy Palle,Residency,Residential,5,2015,9805000.0
Kurnool,Kallur,Land,Commercial,0,2017,16490000.0
Tirupati,Alipiri,Residency,Residential,5,2023,38675000.0
Ongole,Pernamitta,Residency,Residential,3,2015,10611000.0
Rajahmundry,Hukumpeta,Residency,Residential,4,2022,44824000.0
Eluru,Eluru City,Residency,Residential,2,2016,18305000.0
Rajahmundry,Hukumpeta,Land,Commercial,0,2017,22951000.0
Kadapa,Yerramukkapalli,Residency,Residential,1,2022,6740000.0
Tirupati,Bairagipatteda,Residency,Residential,1,2019,17933000.0
Nellore,Mini Bypass,Land,Industrial,0,2023,17596000.0
Guntur,Tenali Road,Land,Industrial,0,2024,11488000.0
Vijayawada,Bhavanipuram,Land,Commercial,0,2017,17383000.0
Vijayawada,Bhavanipuram,Residency,Residential,5,2019,35473000.0
Kadapa,Mydukur Road,Land,Industrial,0,2018,8483000.0
Vizianagaram,Poolbagh,Land,Industrial,0,2023,15102000.0
Kadapa,Mariyapuram,Residency,Residential,5,2019,14841000.0
Kadapa,Chinna Chowk,Residency,Residential,1,2023,7694000.0
Vijayawada,Gunadala,Land,Industrial,0,2024,22690000.0
Guntur,Syamala Nagar,Land,Agricultural,0,2023,5702000.0
Guntur,Gorantla,Residency,Residential,3,2023,13722000.0
Vizianagaram,Denkada,Residency,Residential,3,2019,20973000.0
Chittoor,Bangarupalem,Residency,Residential,5,2022,16694000.0
Kadapa,Kamalapuram,Residency,Residential,5,2020,19472000.0
Kakinada,Boat Club,Residency,Residential,1,2023,12146000.0
Rajahmundry,Hukumpeta,Residency,Residential,2,2016,23058000.0
Ongole,Bhagya Nagar,Residency,Residential,3,2024,18024000.0
Guntur,Inner Ring Road,Land,Industrial,0,2022,11931000.0
Anantapur,Rapthadu Road,Land,Commercial,0,2016,15223000.0
Srikakulam,Gujarathipeta,Land,Agricultural,0,2022,8102000.0
Tirupati,MR Palli,Land,Residential,0,2017,12518000.0
Nellore,Atmakur Bus Stand,Land,Residential,0,2015,10556000.0
Nellore,Podalakur Road,Land,Commercial,0,2015,12135000.0
Vijayawada,Patamata,Residency,Residential,2,2015,14780000.0
Srikakulam,Srikakulam City,Land,Agricultural,0,2018,7457000.0
Vizianagaram,Simhachalam Road,Residency,Residential,3,2020,20531000.0
Srikakulam,Arasavilli,Land,Agricultural,0,2019,6162000.0
Vijayawada,Poranki,Land,Agricultural,0,2017,7775000.0
Vijayawada,Bhavanipuram,Land,Agricultural,0,2023,10075000.0
Eluru,Powerpet,Land,Agricultural,0,2015,5185000.0
Eluru,Ashok Nagar,Land,Agricultural,0,2020,7889000.0
Chittoor,Gangadhara Nellore,Residency,Residential,3,2024,13339000.0
Ongole,Lawyerpet,Land,Residential,0,2015,5963000.0
Kakinada,Boat Club,Residency,Residential,5,2022,28614000.0
Guntur,Pattabhipuram,Land,Residential,0,2022,9039000.0
Kakinada,Indrapalem,Residency,Residential,5,2022,34443000.0
Ongole,Koppolu,Residency,Residential,4,2019,20641000.0
Chittoor,Murakambattu,Residency,Residential,4,2019,10476000.0
Srikakulam,Arasavilli,Land,Commercial,0,2020,16778000.0
Ongole,Koppolu,Land,Residential,0,2015,7222000.0
Kurnool,C-Camp,Residency,Residential,1,2015,14153000.0
Vizianagaram,Vizianagaram City,Residency,Residential,4,2021,26277000.0
Anantapur,Maruthi Nagar,Residency,Residential,5,2015,22626000.0
Guntur,Brodipet,Land,Residential,0,2016,4585000.0
Anantapur,Gooty Road,Residency,Residential,4,2022,32276000.0
Vizianagaram,Nellimarla,Land,Commercial,0,2021,21305000.0
Vijayawada,Poranki,Land,Agricultural,0,2016,7470000.0
Kadapa,Akkayapalli,Land,Residential,0,2016,5631000.0
Eluru,Ashok Nagar,Land,Industrial,0,2018,14235000.0
Ongole,Pelluru,Land,Residential,0,2021,9717000.0
Tirupati,Karakambadi,Residency,Residential,4,2017,33683000.0
Kadapa,Mydukur Road,Land,Residential,0,2023,8891000.0
Guntur,Inner Ring Road,Land,Industrial,0,2021,10488000.0
Visakhapatnam,Anakapalle,Residency,Residential,3,2019,11750000.0
Chittoor,Irala,Residency,Residential,2,2020,10330000.0
Vijayawada,Patamata,Residency,Residential,2,2018,16043000.0
Vijayawada,Patamata,Residency,Residential,5,2023,33847000.0
Vijayawada,Penamaluru,Residency,Residential,4,2022,29640000.0
Vizianagaram,Gajularega,Residency,Residential,2,2024,18957000.0
Nellore,Muthukur Road,Land,Residential,0,2018,11759000.0
Vijayawada,Patamata,Residency,Residential,1,2023,14552000.0
Anantapur,Rapthadu Road,Land,Commercial,0,2016,16112000.0
Vizianagaram,Gajularega,Land,Agricultural,0,2019,6042000.0
Ongole,Bhagya Nagar,Land,Residential,0,2020,8662000.0
Kadapa,Akkayapalli,Residency,Residential,3,2016,10282000.0
Visakhapatnam,Madhurawada,Land,Commercial,0,2020,7241000.0
Vijayawada,Kanuru,Land,Agricultural,0,2020,7722000.0
Srikakulam,Narasannapeta Road,Land,Industrial,0,2023,22441000.0
Kadapa,Akkayapalli,Residency,Residential,2,2023,10700000.0
Kurnool,Joharapuram,Land,Industrial,0,2020,20395000.0
Kadapa,Yerramukkapalli,Land,Commercial,0,2024,10566000.0
Kadapa,Nagarajupalli,Land,Residential,0,2024,8036000.0
Visakhapatnam,Pendurthi,Residency,Residential,5,2023,17339000.0
Eluru,Fathepur,Residency,Residential,2,2023,25153000.0
Eluru,Kaikaluru Road,Land,Industrial,0,2024,23661000.0
Vijayawada,Gannavaram,Residency,Residential,5,2023,44371000.0
Visakhapatnam,Rushikonda,Land,Agricultural,0,2017,2906000.0
Kakinada,Boat Club,Residency,Residential,2,2022,15565000.0
Kakinada,Ramanayyapeta,Residency,Residential,3,2017,19178000.0
Srikakulam,Palakonda Road,Residency,Residential,5,2019,39124000.0
Visakhapatnam,Muralinagar,Land,Industrial,0,2020,7971000.0
Eluru,Fathepur,Land,Industrial,0,2024,26761000.0
Nellore,Podalakur Road,Land,Commercial,0,2018,14261000.0
Anantapur,GeorgePeta,Land,Industrial,0,2020,12839000.0
Vijayawada,Gannavaram,Land,Industrial,0,2019,19719000.0
Vijayawada,Kanuru,Residency,Residential,3,2024,25294000.0
Tirupati,Korlagunta,Residency,Residential,1,2019,17609000.0
Ongole,Kurnool Road,Land,Residential,0,2021,8680000.0
Vijayawada,Patamata,Residency,Residential,5,2019,27530000.0
Srikakulam,Day and Night Junction,Land,Commercial,0,2015,15489000.0
Kadapa,Ravindra Nagar,Land,Commercial,0,2017,7210000.0
Tirupati,Korlagunta,Land,Industrial,0,2015,15919000.0
Guntur,Inner Ring Road,Land,Agricultural,0,2020,4552000.0
Kakinada,Kakinada Port,Residency,Residential,4,2017,23212000.0
Visakhapatnam,Gajuwaka,Residency,Residential,3,2023,9658000.0
Kakinada,Jagannaickpur,Residency,Residential,4,2017,27908000.0
Rajahmundry,Lalacheruvu,Land,Residential,0,2024,18301000.0
Chittoor,Irala,Residency,Residential,2,2019,9684000.0
Kadapa,Kamalapuram,Land,Industrial,0,2022,12175000.0
Kurnool,Kodumur,Land,Agricultural,0,2019,10082000.0
Anantapur,Housing Board,Residency,Residential,3,2018,18731000.0
Guntur,Amaravathi Road,Land,Commercial,0,2022,11232000.0
Ongole,Mangamuru Road,Land,Industrial,0,2017,7032000.0
Guntur,Pattabhipuram,Land,Agricultural,0,2019,4711000.0
Vijayawada,Gollapudi,Residency,Residential,5,2022,38495000.0
Vizianagaram,Denkada,Land,Commercial,0,2024,23596000.0
Tirupati,MR Palli,Land,Agricultural,0,2016,7052000.0
Kadapa,Ravindra Nagar,Residency,Residential,3,2018,9801000.0
Vijayawada,Bhavanipuram,Residency,Residential,3,2023,28070000.0
Visakhapatnam,Kurmannapalem,Residency,Residential,3,2023,11774000.0
Anantapur,Housing Board,Land,Residential,0,2018,10394000.0
Nellore,Mini Bypass,Land,Commercial,0,2024,21598000.0
Chittoor,Irala,Residency,Residential,5,2023,19672000.0
Kurnool,Nandyal Road,Land,Residential,0,2016,10264000.0
Srikakulam,Ponduru Road,Residency,Residential,5,2023,48125000.0
Nellore,Vedayapalem,Residency,Residential,5,2023,31611000.0
Anantapur,Rudrampeta,Land,Industrial,0,2016,11292000.0
Rajahmundry,Bommuru,Residency,Residential,3,2021,28630000.0
Anantapur,Rudrampeta,Land,Agricultural,0,2017,5285000.0
Eluru,Fathepur,Land,Residential,0,2015,11381000.0
Vizianagaram,Gajularega,Land,Industrial,0,2019,12826000.0
Srikakulam,Navabharat Junction,Land,Commercial,0,2018,17174000.0
Vijayawada,Penamaluru,Residency,Residential,2,2017,15905000.0
Rajahmundry,Innespeta,Land,Industrial,0,2018,19483000.0
Tirupati,Padmavathi Puram,Residency,Residential,2,2020,22235000.0
Visakhapatnam,MVP Colony,Land,Industrial,0,2016,5823000.0
Kurnool,Panyam,Residency,Residential,1,2023,21164000.0
Rajahmundry,Bommuru,Residency,Residential,4,2017,28801000.0
Kurnool,Venkataramana Colony,Residency,Residential,5,2021,38077000.0
Vijayawada,Poranki,Residency,Residential,4,2022,36500000.0
Srikakulam,Gujarathipeta,Residency,Residential,5,2022,32395000.0
Kakinada,Sambamurthy Nagar,Land,Agricultural,0,2017,5749000.0
Visakhapatnam,Steel Plant,Land,Agricultural,0,2023,4810000.0
Chittoor,Puttur Road,Land,Industrial,0,2020,8282000.0
Kurnool,Budhavarapeta,Residency,Residential,5,2016,31929000.0
Srikakulam,Palakonda Road,Residency,Residential,1,2020,17461000.0
Chittoor,Gangadhara Nellore,Land,Residential,0,2019,6179000.0
Kadapa,Yerramukkapalli,Residency,Residential,3,2021,9917000.0
Srikakulam,Narasannapeta Road,Land,Agricultural,0,2023,10242000.0
Ongole,Lawyerpet,Residency,Residential,1,2024,10053000.0
Anantapur,Rapthadu Road,Land,Commercial,0,2017,17019000.0
Vizianagaram,Dharmapuri,Land,Commercial,0,2021,16151000.0
Visakhapatnam,Gajuwaka,Residency,Residential,4,2019,10096000.0
Kadapa,Ravindra Nagar,Land,Residential,0,2024,7337000.0
Guntur,Tenali Road,Land,Commercial,0,2022,12176000.0
Vizianagaram,Gajularega,Land,Residential,0,2020,10450000.0
Ongole,Santhapet,Residency,Residential,1,2018,7103000.0
Visakhapatnam,Seethammadhara,Residency,Residential,1,2023,6488000.0
Guntur,Inner Ring Road,Residency,Residential,3,2023,16016000.0
Vizianagaram,Simhachalam Road,Residency,Residential,2,2017,14697000.0
Guntur,Inner Ring Road,Land,Industrial,0,2019,10004000.0
Vizianagaram,Cantonment,Land,Industrial,0,2019,11311000.0
Tirupati,MR Palli,Residency,Residential,1,2024,19854000.0
Eluru,Eluru City,Land,Commercial,0,2023,26063000.0
Nellore,Muthukur Road,Residency,Residential,3,2020,23634000.0
Kadapa,Nagarajupalli,Land,Agricultural,0,2015,2913000.0
Anantapur,Rapthadu Road,Land,Commercial,0,2024,24933000.0
Eluru,Powerpet,Land,Residential,0,2015,8619000.0
Chittoor,Palamaner Road,Land,Residential,0,2022,5776000.0
Visakhapatnam,Madhurawada,Residency,Residential,4,2024,12366000.0
Chittoor,Chittoor City,Residency,Residential,2,2017,7195000.0
Vizianagaram,Denkada,Land,Residential,0,2021,13618000.0
Ongole,Santhapet,Residency,Residential,2,2016,9289000.0
Srikakulam,Srikakulam City,Land,Commercial,0,2018,17848000.0
Rajahmundry,Prakash Nagar,Residency,Residential,5,2022,38409000.0
Vizianagaram,Denkada,Residency,Residential,1,2016,11215000.0
Eluru,Kaikaluru Road,Land,Residential,0,2017,11569000.0
Vizianagaram,Gajularega,Residency,Residential,2,2017,13857000.0
Visakhapatnam,Muralinagar,Land,Commercial,0,2019,8583000.0
Ongole,Ongole City,Residency,Residential,2,2016,10824000.0
Anantapur,Anantapur City,Residency,Residential,1,2023,17467000.0
Kadapa,Yerramukkapalli,Land,Commercial,0,2019,7396000.0
Rajahmundry,Innespeta,Residency,Residential,3,2018,28588000.0
Vijayawada,Gannavaram,Land,Commercial,0,2015,18092000.0
Vijayawada,Benz Circle,Residency,Residential,2,2018,15714000.0
Visakhapatnam,Seethammadhara,Land,Industrial,0,2015,4957000.0
Kurnool,Kodumur,Land,Commercial,0,2020,28678000.0
Rajahmundry,Lalacheruvu,Land,Commercial,0,2020,20113000.0
Rajahmundry,Prakash Nagar,Residency,Residential,1,2018,13715000.0
Rajahmundry,Kotipalli,Land,Agricultural,0,2024,13345000.0
Vijayawada,Benz Circle,Land,Residential,0,2023,12719000.0
Guntur,Nallapadu,Residency,Residential,5,2016,18119000.0
Ongole,Sujatha Nagar,Residency,Residential,1,2019,9226000.0
Chittoor,Bangarupalem,Land,Industrial,0,2018,7536000.0
Vizianagaram,Dharmapuri,Residency,Residential,3,2015,14558000.0
Srikakulam,Ponduru Road,Residency,Residential,2,2022,25940000.0
Srikakulam,Gujarathipeta,Land,Agricultural,0,2023,8981000.0
Chittoor,Bangarupalem,Residency,Residential,4,2018,12754000.0
Vijayawada,Poranki,Residency,Residential,5,2018,36949000.0
Nellore,Balaji Nagar,Land,Industrial,0,2015,11601000.0
Visakhapatnam,Anakapalle,Residency,Residential,5,2017,15140000.0
Rajahmundry,Hukumpeta,Land,Commercial,0,2024,33386000.0
Kakinada,NFCL Road,Land,Agricultural,0,2023,9931000.0
Guntur,Amaravathi Road,Residency,Residential,4,2016,12016000.0
Visakhapatnam,MVP Colony,Residency,Residential,5,2023,15067000.0
Nellore,Vedayapalem,Residency,Residential,3,2023,22555000.0
Tirupati,Alipiri,Land,Industrial,0,2023,19791000.0
Vizianagaram,Gajularega,Residency,Residential,5,2022,29938000.0
Kakinada,Sarpavaram,Land,Agricultural,0,2019,7161000.0
Vizianagaram,Cantonment,Land,Industrial,0,2022,12946000.0
Vizianagaram,Pusapatirega,Residency,Residential,1,2020,14663000.0
Ongole,Pelluru,Land,Residential,0,2022,10702000.0
Vizianagaram,Cantonment,Land,Industrial,0,2020,12199000.0
Anantapur,GeorgePeta,Residency,Residential,3,2024,21985000.0
Rajahmundry,Danavaipeta,Land,Residential,0,2019,11572000.0
Nellore,Kovur,Land,Agricultural,0,2016,6479000.0
Kadapa,Rayachoti Road,Residency,Residential,2,2019,11052000.0
Tirupati,TUDA Layout,Land,Industrial,0,2021,25293000.0
Vizianagaram,Bondapalli,Land,Agricultural,0,2018,6425000.0
Vizianagaram,Pusapatirega,Residency,Residential,4,2022,30986000.0
Vijayawada,Enikepadu,Land,Commercial,0,2016,18076000.0
Tirupati,Renigunta,Residency,Residential,4,2018,29831000.0
Rajahmundry,Lalacheruvu,Residency,Residential,3,2024,28917000.0
Tirupati,Korlagunta,Land,Agricultural,0,2022,10403000.0
Visakhapatnam,Madhurawada,Residency,Residential,2,2018,6277000.0
Srikakulam,Palakonda Road,Land,Agricultural,0,2020,9493000.0
Guntur,Gorantla,Land,Commercial,0,2020,9906000.0
Kakinada,Indrapalem,Residency,Residential,2,2017,16897000.0
Rajahmundry,Lalacheruvu,Land,Commercial,0,2021,22663000.0
Vizianagaram,Dharmapuri,Residency,Residential,3,2020,19180000.0
Srikakulam,Arasavilli,Land,Commercial,0,2019,15776000.0
Guntur,Lakshmipuram,Land,Agricultural,0,2023,5212000.0
Anantapur,Sai Nagar,Land,Industrial,0,2024,20755000.0
Rajahmundry,Prakash Nagar,Land,Industrial,0,2019,17128000.0
Anantapur,Bukkarayasamudram,Land,Commercial,0,2017,15692000.0
Tirupati,TUDA Layout,Land,Residential,0,2017,16511000.0
Tirupati,Karakambadi,Residency,Residential,2,2021,27663000.0
Ongole,Kurnool Road,Residency,Residential,1,2017,7816000.0
Kurnool,C-Camp,Land,Residential,0,2023,18247000.0
Srikakulam,Day and Night Junction,Residency,Residential,4,2018,28485000.0
Kadapa,Rayachoti Road,Land,Residential,0,2017,6428000.0
Tirupati,Padmavathi Puram,Residency,Residential,4,2019,31990000.0
Tirupati,MR Palli,Land,Agricultural,0,2024,11619000.0
Nellore,Ramalingapuram,Residency,Residential,1,2015,13601000.0
Vijayawada,Penamaluru,Residency,Residential,2,2015,16072000.0
Guntur,Inner Ring Road,Land,Industrial,0,2024,12853000.0
Kurnool,Abbas Nagar,Land,Industrial,0,2020,20566000.0
Eluru,Eluru City,Land,Industrial,0,2017,16191000.0
Kakinada,Turangi,Land,Industrial,0,2024,21468000.0
Ongole,Ongole City,Land,Commercial,0,2016,10371000.0
Chittoor,Vellore Road,Residency,Residential,1,2020,6113000.0
Kurnool,Panyam,Residency,Residential,2,2016,21555000.0
Visakhapatnam,MVP Colony,Land,Commercial,0,2019,7667000.0
Tirupati,TUDA Layout,Land,Residential,0,2023,22974000.0
Rajahmundry,Lalacheruvu,Land,Industrial,0,2024,23882000.0
Eluru,Kaikaluru Road,Residency,Residential,5,2016,28892000.0
Visakhapatnam,Muralinagar,Land,Commercial,0,2023,11053000.0
Nellore,Balaji Nagar,Residency,Residential,1,2015,11383000.0
Kurnool,Kodumur,Land,Residential,0,2024,22389000.0
Nellore,Mini Bypass,Land,Residential,0,2019,11173000.0
Kadapa,Kadapa City,Land,Commercial,0,2015,8134000.0
Ongole,Lawyerpet,Land,Industrial,0,2016,7808000.0
Vizianagaram,Dharmapuri,Land,Industrial,0,2015,9875000.0
Guntur,Nallapadu,Land,Industrial,0,2015,8093000.0
Rajahmundry,Lalacheruvu,Residency,Residential,4,2018,28302000.0
Guntur,Lakshmipuram,Residency,Residential,3,2024,15488000.0
Rajahmundry,Prakash Nagar,Land,Agricultural,0,2020,8125000.0
Kadapa,Nagarajupalli,Land,Agricultural,0,2023,4476000.0
Kakinada,Sarpavaram,Residency,Residential,4,2016,23892000.0
Kurnool,Kallur,Land,Agricultural,0,2024,9870000.0
Chittoor,Gangadhara Nellore,Residency,Residential,2,2017,8235000.0
Nellore,Atmakur Bus Stand,Land,Commercial,0,2019,19007000.0
Visakhapatnam,Gajuwaka,Residency,Residential,4,2018,10121000.0
Nellore,Mini Bypass,Residency,Residential,5,2019,28882000.0
Nellore,Ramalingapuram,Land,Agricultural,0,2017,7417000.0
Rajahmundry,Diwancheruvu,Land,Industrial,0,2020,18535000.0
Nellore,Atmakur Bus Stand,Residency,Residential,5,2018,34345000.0
Nellore,Mini Bypass,Residency,Residential,4,2019,23415000.0
Guntur,Lakshmipuram,Land,Commercial,0,2020,11114000.0
Chittoor,Gangadhara Nellore,Land,Commercial,0,2015,7042000.0
